timestamp,station_id,temperature,humidity,pressure,wind_speed,wind_direction,rain_mm,cloud_cover,weather_type_rule
2026-06-27T15:16:44.843140+00:00,GDN_01,16.69,93.72,1009.47,5.82,281,0.0,54,stable
2026-06-27T15:06:44.843140+00:00,GDN_01,15.98,64.62,1006.52,11.61,287,0.0,67,windy
2026-06-27T14:56:44.843140+00:00,GDN_01,15.68,73.69,1006.08,5.94,251,0.01,45,stable
2026-06-27T14:46:44.843140+00:00,GDN_01,16.59,55.88,1010.13,8.97,95,0.0,98,cloudy
2026-06-27T14:36:44.843140+00:00,GDN_01,16.92,72.71,1005.05,11.54,58,0.67,72,rainy
2026-06-27T14:26:44.843140+00:00,GDN_01,18.98,65.49,1013.72,10.32,106,0.2,82,windy
2026-06-27T14:16:44.843140+00:00,GDN_01,16.84,82.39,1003.47,5.17,313,1.7,4,heavy-rain
2026-06-27T14:06:44.843140+00:00,GDN_01,14.63,64.83,999.87,6.72,136,0.67,59,rainy
2026-06-27T13:56:44.843140+00:00,GDN_01,13.02,68.43,1004.3,1.89,86,1.47,21,rainy
2026-06-27T13:46:44.843140+00:00,GDN_01,14.56,47.06,1029.13,8.58,262,0.0,25,stable
2026-06-27T13:36:44.843140+00:00,GDN_01,16.44,48.85,995.77,5.1,96,1.24,31,rainy
2026-06-27T13:26:44.843140+00:00,GDN_01,15.07,66.59,1007.23,11.09,46,1.66,28,heavy-rain
2026-06-27T13:16:44.843140+00:00,GDN_01,15.6,73.25,1014.63,5.74,143,0.0,84,cloudy
2026-06-27T13:06:44.843140+00:00,GDN_01,19.86,75.22,996.63,2.26,49,0.0,85,cloudy
2026-06-27T12:56:44.843140+00:00,GDN_01,16.14,74.69,1017.3,0.61,28,0.0,91,cloudy
2026-06-27T12:46:44.843140+00:00,GDN_01,15.84,52.44,998.53,11.17,236,0.0,13,windy
2026-06-27T12:36:44.843140+00:00,GDN_01,19.32,82.6,1025.28,4.13,26,2.36,63,heavy-rain
2026-06-27T12:26:44.843140+00:00,GDN_01,17.18,58.85,1029.78,10.22,73,0.26,62,windy
2026-06-27T12:16:44.843140+00:00,GDN_01,13.13,90.69,1013.17,4.57,211,0.58,29,rainy
2026-06-27T12:06:44.843140+00:00,GDN_01,17.86,65.56,1014.64,13.54,188,1.37,92,rainy
2026-06-27T11:56:44.843140+00:00,GDN_01,17.87,49.85,996.68,7.3,312,1.82,58,heavy-rain
2026-06-27T11:46:44.843140+00:00,GDN_01,19.3,48.44,996.25,1.4,153,0.76,17,rainy
2026-06-27T11:36:44.843140+00:00,GDN_01,19.09,75.0,1011.09,13.5,291,1.76,86,heavy-rain
2026-06-27T11:26:44.843140+00:00,GDN_01,20.87,76.36,1006.91,13.92,237,0.71,8,rainy
2026-06-27T11:16:44.843140+00:00,GDN_01,20.38,67.78,1016.02,13.1,359,0.5,97,rainy
2026-06-27T11:06:44.843140+00:00,GDN_01,15.09,76.11,1014.27,0.61,216,0.94,15,rainy
2026-06-27T10:56:44.843140+00:00,GDN_01,16.36,45.32,997.63,3.73,205,0.0,15,stable
2026-06-27T10:46:44.843140+00:00,GDN_01,15.66,75.52,1005.53,1.51,53,0.0,80,cloudy
2026-06-27T10:36:44.843140+00:00,GDN_01,15.81,52.26,1002.17,13.33,346,0.34,73,rainy
2026-06-27T10:26:44.843140+00:00,GDN_01,13.69,82.69,998.09,12.95,285,0.57,80,rainy
2026-06-27T10:16:44.843140+00:00,GDN_01,15.01,91.63,999.01,0.5,303,0.0,48,unstable
2026-06-27T10:06:44.843140+00:00,GDN_01,16.12,60.21,996.88,1.33,177,1.16,7,rainy
2026-06-27T09:56:44.843140+00:00,GDN_01,19.69,64.66,1002.49,4.85,237,0.4,73,rainy
2026-06-27T09:46:44.843140+00:00,GDN_01,17.99,56.91,1014.23,3.55,156,0.0,28,stable
2026-06-27T09:36:44.843140+00:00,GDN_01,20.44,58.65,1021.88,8.6,318,1.47,63,rainy
2026-06-27T09:26:44.843140+00:00,GDN_01,17.58,49.89,996.96,2.73,302,1.36,41,rainy
2026-06-27T09:16:44.843140+00:00,GDN_01,19.01,66.57,1013.24,1.68,321,0.42,54,rainy
2026-06-27T09:06:44.843140+00:00,GDN_01,18.46,66.73,1019.33,12.65,100,0.88,61,rainy
2026-06-27T08:56:44.843140+00:00,GDN_01,19.12,69.45,1028.02,10.73,346,0.0,91,windy
2026-06-27T08:46:44.843140+00:00,GDN_01,20.9,78.01,1012.67,13.47,170,0.0,8,windy
2026-06-27T08:36:44.843140+00:00,GDN_01,18.16,74.12,1013.0,7.65,100,0.04,60,stable
2026-06-27T08:26:44.843140+00:00,GDN_01,17.74,87.66,1012.76,8.45,160,1.23,45,rainy
2026-06-27T08:16:44.843140+00:00,GDN_01,16.03,63.77,1025.24,10.98,237,1.05,59,rainy
2026-06-27T08:06:44.843140+00:00,GDN_01,14.05,77.88,1008.48,13.48,62,0.64,77,rainy
2026-06-27T07:56:44.843140+00:00,GDN_01,20.67,72.53,999.78,13.69,349,0.14,1,windy
2026-06-27T07:46:44.843140+00:00,GDN_01,17.75,47.23,1013.88,12.43,124,0.0,47,windy
2026-06-27T07:36:44.843140+00:00,GDN_01,13.64,78.93,1017.0,7.79,132,1.69,78,heavy-rain
2026-06-27T07:26:44.843140+00:00,GDN_01,15.53,68.36,1029.41,6.68,68,0.12,57,stable
2026-06-27T07:16:44.843140+00:00,GDN_01,19.27,81.29,999.03,13.95,193,0.0,18,unstable
2026-06-27T07:06:44.843140+00:00,GDN_01,14.0,73.07,1011.87,8.04,131,1.36,15,rainy
2026-06-27T06:56:44.843140+00:00,GDN_01,14.0,67.62,997.12,9.74,191,0.21,85,windy
2026-06-27T06:46:44.843140+00:00,GDN_01,14.09,73.94,1023.54,5.47,305,0.0,90,cloudy
2026-06-27T06:36:44.843140+00:00,GDN_01,17.93,62.04,1028.82,11.33,330,0.0,98,windy
2026-06-27T06:26:44.843140+00:00,GDN_01,13.24,65.23,1010.43,6.42,329,0.33,32,rainy
2026-06-27T06:16:44.843140+00:00,GDN_01,17.39,45.74,1008.31,0.86,273,0.0,92,cloudy
2026-06-27T06:06:44.843140+00:00,GDN_01,18.69,73.62,995.86,11.73,307,0.0,5,windy
2026-06-27T05:56:44.843140+00:00,GDN_01,14.11,70.53,1018.13,11.84,255,0.06,42,windy
2026-06-27T05:46:44.843140+00:00,GDN_01,13.48,86.8,1000.99,4.91,258,0.0,52,unstable
2026-06-27T05:36:44.843140+00:00,GDN_01,17.35,61.75,1025.38,7.57,122,1.26,56,rainy
2026-06-27T05:26:44.843140+00:00,GDN_01,13.96,56.29,1010.14,6.65,168,0.07,44,stable
2026-06-27T05:16:44.843140+00:00,GDN_01,19.38,50.28,1003.12,13.18,321,0.36,97,rainy
2026-06-27T05:06:44.843140+00:00,GDN_01,14.61,85.63,997.51,12.94,16,0.0,83,unstable
2026-06-27T04:56:44.843140+00:00,GDN_01,18.3,70.43,1011.81,8.14,27,0.57,60,rainy
2026-06-27T04:46:44.843140+00:00,GDN_01,14.26,52.24,1023.08,13.42,79,0.66,77,rainy
2026-06-27T04:36:44.843140+00:00,GDN_01,15.69,65.77,1015.21,11.63,118,1.98,40,heavy-rain
2026-06-27T04:26:44.843140+00:00,GDN_01,19.82,76.06,1012.73,13.06,246,1.38,66,rainy
2026-06-27T04:16:44.843140+00:00,GDN_01,19.97,66.92,1005.45,4.13,270,0.79,61,rainy
2026-06-27T04:06:44.843140+00:00,GDN_01,16.9,69.12,1012.44,5.98,231,0.54,53,rainy
2026-06-27T03:56:44.843140+00:00,GDN_01,14.76,89.54,1005.97,5.49,112,0.31,11,rainy
2026-06-27T03:46:44.843140+00:00,GDN_01,17.31,89.58,1007.78,7.44,159,3.5,27,heavy-rain
2026-06-27T03:36:44.843140+00:00,GDN_01,16.86,50.25,999.57,3.72,334,0.21,100,cloudy
2026-06-27T03:26:44.843140+00:00,GDN_01,13.32,75.85,1026.99,1.22,307,0.0,55,stable
2026-06-27T03:16:44.843140+00:00,GDN_01,17.52,74.36,1027.78,5.55,338,1.36,69,rainy
2026-06-27T03:06:44.843140+00:00,GDN_01,16.61,54.8,1010.02,10.36,34,0.0,83,windy
2026-06-27T02:56:44.843140+00:00,GDN_01,21.0,51.57,1007.22,11.97,225,0.0,82,windy
2026-06-27T02:46:44.843140+00:00,GDN_01,13.3,47.11,997.05,8.52,85,0.36,24,rainy
2026-06-27T02:36:44.843140+00:00,GDN_01,17.17,79.44,1008.83,5.68,197,0.0,63,stable
2026-06-27T02:26:44.843140+00:00,GDN_01,16.22,75.94,1008.63,12.11,354,0.0,6,windy
2026-06-27T02:16:44.843140+00:00,GDN_01,17.47,78.36,1013.53,13.85,188,1.63,67,heavy-rain
2026-06-27T02:06:44.843140+00:00,GDN_01,15.04,87.09,997.81,1.32,171,0.0,89,unstable
2026-06-27T01:56:44.843140+00:00,GDN_01,16.88,75.84,1009.34,12.93,52,0.33,78,rainy
2026-06-27T01:46:44.843140+00:00,GDN_01,20.8,82.83,997.33,3.72,309,1.83,93,storm-risk
2026-06-27T01:36:44.843140+00:00,GDN_01,14.92,61.36,1005.41,12.58,57,0.96,90,rainy
2026-06-27T01:26:44.843140+00:00,GDN_01,13.59,89.82,1002.67,9.38,132,0.0,28,unstable
2026-06-27T01:16:44.843140+00:00,GDN_01,15.97,89.41,1007.16,12.18,79,1.9,57,heavy-rain
2026-06-27T01:06:44.843140+00:00,GDN_01,20.38,62.94,1000.86,5.69,232,1.93,24,heavy-rain
2026-06-27T00:56:44.843140+00:00,GDN_01,14.88,52.36,995.86,4.38,344,0.0,90,cloudy
2026-06-27T00:46:44.843140+00:00,GDN_01,18.25,81.5,995.33,6.45,255,0.45,60,rainy
2026-06-27T00:36:44.843140+00:00,GDN_01,17.29,52.62,1028.45,5.72,135,0.68,50,rainy
2026-06-27T00:26:44.843140+00:00,GDN_01,15.91,55.68,1005.89,3.11,66,1.17,93,rainy
2026-06-27T00:16:44.843140+00:00,GDN_01,14.43,71.04,1023.16,6.05,245,0.49,38,rainy
2026-06-27T00:06:44.843140+00:00,GDN_01,20.52,68.46,999.2,0.97,19,0.0,16,warm
2026-06-26T23:56:44.843140+00:00,GDN_01,17.79,49.61,1012.6,4.18,322,0.0,61,stable
2026-06-26T23:46:44.843140+00:00,GDN_01,15.19,47.56,1028.13,0.75,292,0.8,52,rainy
2026-06-26T23:36:44.843140+00:00,GDN_01,16.01,56.19,1023.7,13.93,274,0.0,67,windy
2026-06-26T23:26:44.843140+00:00,GDN_01,17.36,77.03,997.82,1.76,339,0.75,22,rainy
2026-06-26T23:16:44.843140+00:00,GDN_01,14.49,78.34,1003.4,10.07,100,1.75,44,heavy-rain
2026-06-26T23:06:44.843140+00:00,GDN_01,13.78,78.44,1005.1,4.3,28,1.68,0,heavy-rain
2026-06-26T22:56:44.843140+00:00,GDN_01,14.67,78.56,1022.7,11.02,68,0.95,98,rainy
2026-06-26T22:46:44.843140+00:00,GDN_01,14.16,70.12,1024.45,5.88,204,0.58,65,rainy
2026-06-26T22:36:44.843140+00:00,GDN_01,14.41,79.32,1023.26,10.7,296,1.61,46,heavy-rain
2026-06-26T22:26:44.843140+00:00,GDN_01,16.03,69.64,1025.81,7.75,122,1.54,95,heavy-rain
2026-06-26T22:16:44.843140+00:00,GDN_01,17.63,93.16,1003.6,6.49,292,0.0,92,unstable
2026-06-26T22:06:44.843140+00:00,GDN_01,13.14,51.59,999.8,1.86,157,0.71,7,rainy
2026-06-26T21:56:44.843140+00:00,GDN_01,19.63,73.85,995.87,11.98,71,1.23,26,rainy
2026-06-26T21:46:44.843140+00:00,GDN_01,15.22,57.89,1003.11,3.76,31,1.49,64,rainy
2026-06-26T21:36:44.843140+00:00,GDN_01,19.9,65.27,995.8,7.61,252,0.68,28,rainy
2026-06-26T21:26:44.843140+00:00,GDN_01,17.0,74.56,1028.19,12.91,101,1.85,37,heavy-rain
2026-06-26T21:16:44.843140+00:00,GDN_01,14.07,79.08,1006.44,11.25,91,2.12,87,heavy-rain
2026-06-26T21:06:44.843140+00:00,GDN_01,16.11,70.31,1003.11,11.33,304,0.95,21,rainy
2026-06-26T20:56:44.843140+00:00,GDN_01,18.75,84.26,1009.08,12.7,23,1.38,86,rainy
2026-06-26T20:46:44.843140+00:00,GDN_01,17.41,63.63,1006.82,9.44,323,0.0,91,windy
2026-06-26T20:36:44.843140+00:00,GDN_01,18.32,61.04,1013.31,1.79,326,0.0,100,cloudy
2026-06-26T20:26:44.843140+00:00,GDN_01,19.45,52.16,1028.87,0.16,0,0.41,96,rainy
2026-06-26T20:16:44.843140+00:00,GDN_01,17.5,82.65,1003.75,5.46,113,1.33,17,rainy
2026-06-26T20:06:44.843140+00:00,GDN_01,13.92,77.11,996.73,12.86,198,0.01,81,windy
2026-06-26T19:56:44.843140+00:00,GDN_01,14.67,52.49,1001.31,6.58,41,0.0,73,cloudy
2026-06-26T19:46:44.843140+00:00,GDN_01,20.57,90.84,1024.66,5.36,225,0.0,4,warm
2026-06-26T19:36:44.843140+00:00,GDN_01,13.03,83.33,997.56,3.63,100,0.0,73,unstable
2026-06-26T19:26:44.843140+00:00,GDN_01,20.41,59.54,997.8,9.92,113,2.66,59,heavy-rain
2026-06-26T19:16:44.843140+00:00,GDN_01,13.06,48.6,1005.0,10.49,74,0.5,79,rainy
2026-06-26T19:06:44.843140+00:00,GDN_01,16.62,51.62,1015.6,1.42,320,0.23,48,stable
2026-06-26T18:56:44.843140+00:00,GDN_01,18.85,68.89,1021.47,0.93,276,0.39,24,rainy
2026-06-26T18:46:44.843140+00:00,GDN_01,13.13,57.23,997.26,8.42,224,0.84,56,rainy
2026-06-26T18:36:44.843140+00:00,GDN_01,13.58,49.95,1021.16,1.15,27,0.0,60,stable
2026-06-26T18:26:44.843140+00:00,GDN_01,16.14,62.04,1017.66,12.02,354,1.01,18,rainy
2026-06-26T18:16:44.843140+00:00,GDN_01,20.81,71.4,998.03,8.12,17,0.0,100,cloudy
2026-06-26T18:06:44.843140+00:00,GDN_01,15.3,71.5,1026.45,11.35,342,0.0,75,windy
2026-06-26T17:56:44.843140+00:00,GDN_01,15.31,55.33,1000.66,4.99,322,1.12,83,storm-risk
2026-06-26T17:46:44.843140+00:00,GDN_01,14.48,50.8,1014.03,2.71,276,1.09,36,rainy
2026-06-26T17:36:44.843140+00:00,GDN_01,18.35,54.73,1000.52,4.36,2,1.47,64,rainy
2026-06-26T17:26:44.843140+00:00,GDN_01,18.82,51.42,1013.76,8.74,301,0.0,19,warm
2026-06-26T17:16:44.843140+00:00,GDN_01,17.92,88.04,1008.74,2.14,240,0.73,58,rainy
2026-06-26T17:06:44.843140+00:00,GDN_01,20.69,50.95,998.15,8.6,0,0.34,68,rainy
2026-06-26T16:56:44.843140+00:00,GDN_01,17.16,65.32,1018.69,0.35,357,0.35,12,rainy
2026-06-26T16:46:44.843140+00:00,GDN_01,13.68,45.51,1005.96,1.96,223,0.34,26,rainy
2026-06-26T16:36:44.843140+00:00,GDN_01,13.04,86.62,1003.45,8.32,255,1.87,36,heavy-rain
2026-06-26T16:26:44.843140+00:00,GDN_01,20.17,52.29,1023.33,7.42,265,0.93,89,rainy
2026-06-26T16:16:44.843140+00:00,GDN_01,20.66,61.69,1017.21,3.28,231,2.15,47,heavy-rain
2026-06-26T16:06:44.843140+00:00,GDN_01,15.17,86.23,995.98,3.41,324,1.47,88,storm-risk
2026-06-26T15:56:44.843140+00:00,GDN_01,14.9,93.54,1025.5,5.06,164,2.41,2,heavy-rain
2026-06-26T15:46:44.843140+00:00,GDN_01,15.55,83.7,1018.52,3.34,110,0.0,17,stable
2026-06-26T15:36:44.843140+00:00,GDN_01,17.17,79.16,1023.7,12.85,240,0.28,2,windy
2026-06-26T15:26:44.843140+00:00,GDN_01,14.85,58.05,1017.28,1.28,247,0.83,96,rainy
2026-06-26T15:16:44.843140+00:00,GDN_01,17.39,85.77,997.37,8.09,144,0.0,84,unstable
2026-06-26T15:06:44.843140+00:00,GDN_01,20.58,87.78,1029.56,7.12,223,0.0,80,cloudy
2026-06-26T14:56:44.843140+00:00,GDN_01,18.66,62.57,1002.86,4.65,66,0.81,95,rainy
2026-06-26T14:46:44.843140+00:00,GDN_01,20.22,64.55,1018.66,13.5,298,1.09,14,rainy
2026-06-26T14:36:44.843140+00:00,GDN_01,18.53,79.48,1009.21,9.36,340,0.58,16,rainy
2026-06-26T14:26:44.843140+00:00,GDN_01,16.98,61.33,1003.12,2.18,352,0.0,61,stable
2026-06-26T14:16:44.843140+00:00,GDN_01,20.88,76.37,997.81,2.36,40,1.82,44,heavy-rain
2026-06-26T14:06:44.843140+00:00,GDN_01,13.88,52.85,1012.59,9.9,275,0.0,11,windy
2026-06-26T13:56:44.843140+00:00,GDN_01,14.84,49.11,1019.95,7.18,309,0.15,53,stable
2026-06-26T13:46:44.843140+00:00,GDN_01,20.08,88.88,1007.63,13.71,267,0.24,73,windy
2026-06-26T13:36:44.843140+00:00,GDN_01,19.05,65.12,1013.17,6.54,69,0.0,94,cloudy
2026-06-26T13:26:44.843140+00:00,GDN_01,16.74,62.78,995.54,10.89,49,1.87,27,heavy-rain
2026-06-26T13:16:44.843140+00:00,GDN_01,13.39,83.51,1016.32,13.09,337,1.58,91,heavy-rain
2026-06-26T13:06:44.843140+00:00,GDN_01,16.74,83.99,1018.38,6.22,68,0.0,95,cloudy
2026-06-26T12:56:44.843140+00:00,GDN_01,19.99,76.71,1001.77,10.71,0,0.0,43,windy
2026-06-26T12:46:44.843140+00:00,GDN_01,19.22,58.01,1007.95,5.87,157,1.35,94,rainy
2026-06-26T12:36:44.843140+00:00,GDN_01,13.79,64.21,999.76,8.92,27,0.98,58,rainy
2026-06-26T12:26:44.843140+00:00,GDN_01,16.78,71.52,1027.14,4.68,197,0.72,0,rainy
2026-06-26T12:16:44.843140+00:00,GDN_01,14.86,55.25,1018.61,3.58,137,0.35,16,rainy
2026-06-26T12:06:44.843140+00:00,GDN_01,18.4,75.94,1022.53,4.46,37,0.2,66,stable
2026-06-26T11:56:44.843140+00:00,GDN_01,14.36,63.26,1013.84,12.23,102,0.0,73,windy
2026-06-26T11:46:44.843140+00:00,GDN_01,16.33,47.19,999.83,4.96,80,0.7,17,rainy
2026-06-26T11:36:44.843140+00:00,GDN_01,18.93,92.24,996.49,6.69,222,0.35,7,rainy
2026-06-26T11:26:44.843140+00:00,GDN_01,13.06,77.28,997.2,2.37,69,1.36,70,rainy
2026-06-26T11:16:44.843140+00:00,GDN_01,17.54,85.54,1016.53,8.55,48,1.38,10,rainy
2026-06-26T11:06:44.843140+00:00,GDN_01,16.12,62.0,995.26,0.93,201,0.0,24,stable
2026-06-26T10:56:44.843140+00:00,GDN_01,13.6,92.71,1004.19,8.3,313,0.0,28,unstable
2026-06-26T10:46:44.843140+00:00,GDN_01,14.99,49.51,1013.97,6.92,22,3.06,54,heavy-rain
2026-06-26T10:36:44.843140+00:00,GDN_01,13.34,58.62,1014.26,7.58,19,0.0,71,cloudy
2026-06-26T10:26:44.843140+00:00,GDN_01,14.91,66.38,1018.36,4.6,291,0.0,100,cloudy
2026-06-26T10:16:44.843140+00:00,GDN_01,16.74,53.42,1016.4,11.29,108,0.86,2,rainy
2026-06-26T10:06:44.843140+00:00,GDN_01,20.32,81.26,1000.97,8.43,129,0.0,20,unstable
2026-06-26T09:56:44.843140+00:00,GDN_01,14.69,84.91,1021.17,12.97,168,0.67,31,rainy
2026-06-26T09:46:44.843140+00:00,GDN_01,15.34,58.26,1004.02,10.74,231,0.35,85,rainy
2026-06-26T09:36:44.843140+00:00,GDN_01,17.15,45.57,1027.25,1.18,274,0.76,34,rainy
2026-06-26T09:26:44.843140+00:00,GDN_01,13.11,67.25,1011.94,11.37,245,0.0,63,windy
2026-06-26T09:16:44.843140+00:00,GDN_01,17.07,57.22,1003.91,6.14,143,0.18,26,stable
2026-06-26T09:06:44.843140+00:00,GDN_01,20.66,49.58,1006.6,8.61,282,0.0,95,cloudy
2026-06-26T08:56:44.843140+00:00,GDN_01,19.38,73.89,995.95,8.72,290,0.61,95,rainy
2026-06-26T08:46:44.843140+00:00,GDN_01,16.2,66.32,1023.99,11.19,287,0.72,68,rainy
2026-06-26T08:36:44.843140+00:00,GDN_01,20.65,88.31,997.45,5.15,113,2.46,98,storm-risk
2026-06-26T08:26:44.843140+00:00,GDN_01,17.57,83.04,1006.84,8.87,14,0.16,47,stable
2026-06-26T08:16:44.843140+00:00,GDN_01,17.88,86.16,999.23,11.67,15,0.99,26,rainy
2026-06-26T08:06:44.843140+00:00,GDN_01,14.93,69.69,1029.81,10.78,253,0.52,10,rainy
2026-06-26T07:56:44.843140+00:00,GDN_01,14.25,72.86,1015.24,2.74,155,0.28,67,stable
2026-06-26T07:46:44.843140+00:00,GDN_01,15.87,94.75,1029.06,11.72,219,0.87,8,rainy
2026-06-26T07:36:44.843140+00:00,GDN_01,19.46,55.31,995.54,11.05,341,0.4,99,rainy
2026-06-26T07:26:44.843140+00:00,GDN_01,17.7,59.47,1027.65,6.84,146,0.0,64,stable
2026-06-26T07:16:44.843140+00:00,GDN_01,18.34,49.1,1003.57,8.1,100,0.34,47,rainy
2026-06-26T07:06:44.843140+00:00,GDN_01,13.71,76.13,1009.97,3.69,325,0.0,58,stable
2026-06-26T06:56:44.843140+00:00,GDN_01,20.33,89.88,1005.64,1.29,88,0.0,74,cloudy
2026-06-26T06:46:44.843140+00:00,GDN_01,18.07,75.36,999.17,11.87,296,0.39,4,rainy
2026-06-26T06:36:44.843140+00:00,GDN_01,19.65,70.86,1012.94,10.36,274,1.55,50,heavy-rain
2026-06-26T06:26:44.843140+00:00,GDN_01,15.67,72.34,1002.92,4.7,263,0.0,51,stable
2026-06-26T06:16:44.843140+00:00,GDN_01,19.54,51.51,1029.6,8.0,47,0.23,78,cloudy
2026-06-26T06:06:44.843140+00:00,GDN_01,14.05,94.09,1022.91,13.56,144,0.0,80,windy
2026-06-26T05:56:44.843140+00:00,GDN_01,14.53,87.62,995.93,7.0,68,1.52,75,heavy-rain
2026-06-26T05:46:44.843140+00:00,GDN_01,18.34,87.52,1001.17,0.85,223,1.07,78,rainy
2026-06-26T05:36:44.843140+00:00,GDN_01,15.7,64.3,1003.92,4.79,9,1.65,97,storm-risk
2026-06-26T05:26:44.843140+00:00,GDN_01,13.73,94.55,1024.47,1.52,41,0.04,59,stable
2026-06-26T05:16:44.843140+00:00,GDN_01,16.38,51.89,1000.42,11.13,119,0.9,10,rainy
2026-06-26T05:06:44.843140+00:00,GDN_01,20.95,89.65,1003.27,0.83,203,0.0,60,unstable
2026-06-26T04:56:44.843140+00:00,GDN_01,18.51,82.15,1016.03,10.6,122,0.0,83,windy
2026-06-26T04:46:44.843140+00:00,GDN_01,13.6,62.93,1003.06,4.15,140,1.25,53,rainy
2026-06-26T04:36:44.843140+00:00,GDN_01,19.54,78.34,998.43,5.47,52,0.21,61,stable
2026-06-26T04:26:44.843140+00:00,GDN_01,16.15,65.26,1018.32,10.13,127,0.37,29,rainy
2026-06-26T04:16:44.843140+00:00,GDN_01,14.99,89.13,1022.09,3.75,283,0.0,92,cloudy
2026-06-26T04:06:44.843140+00:00,GDN_01,13.54,63.01,997.81,0.53,84,0.0,28,stable
2026-06-26T03:56:44.843140+00:00,GDN_01,17.0,85.75,1028.0,1.32,61,0.0,2,stable
2026-06-26T03:46:44.843140+00:00,GDN_01,18.17,54.52,1021.12,4.02,70,0.26,68,stable
2026-06-26T03:36:44.843140+00:00,GDN_01,20.0,68.68,995.45,3.37,330,1.11,68,rainy
2026-06-26T03:26:44.843140+00:00,GDN_01,15.34,74.22,1026.16,7.8,323,1.43,73,rainy
2026-06-26T03:16:44.843140+00:00,GDN_01,14.81,68.85,1001.08,4.42,89,2.09,68,heavy-rain
2026-06-26T03:06:44.843140+00:00,GDN_01,16.98,89.36,1005.08,8.97,245,1.27,51,rainy
2026-06-26T02:56:44.843140+00:00,GDN_01,17.43,78.42,1005.42,2.56,191,1.57,16,heavy-rain
2026-06-26T02:46:44.843140+00:00,GDN_01,14.75,89.28,1010.39,1.96,115,2.1,1,heavy-rain
2026-06-26T02:36:44.843140+00:00,GDN_01,19.45,51.76,1010.17,4.49,34,0.19,48,warm
2026-06-26T02:26:44.843140+00:00,GDN_01,18.6,90.0,1001.99,6.53,42,1.17,57,rainy
2026-06-26T02:16:44.843140+00:00,GDN_01,16.6,61.33,1005.84,11.19,101,0.43,2,rainy
2026-06-26T02:06:44.843140+00:00,GDN_01,13.02,84.76,1025.56,12.59,181,0.43,99,rainy
2026-06-26T01:56:44.843140+00:00,GDN_01,14.44,70.7,1023.74,1.35,119,1.19,71,rainy
2026-06-26T01:46:44.843140+00:00,GDN_01,14.45,51.11,1014.5,8.75,210,1.54,22,heavy-rain
2026-06-26T01:36:44.843140+00:00,GDN_01,17.97,77.53,1005.46,12.2,238,0.0,97,windy
2026-06-26T01:26:44.843140+00:00,GDN_01,14.14,84.9,1011.69,9.21,158,0.0,94,windy
2026-06-26T01:16:44.843140+00:00,GDN_01,15.11,48.06,1016.08,9.1,100,0.27,75,windy
2026-06-26T01:06:44.843140+00:00,GDN_01,20.44,72.61,998.71,2.99,336,0.34,71,rainy
2026-06-26T00:56:44.843140+00:00,GDN_01,18.0,59.8,995.09,12.81,43,0.18,34,windy
2026-06-26T00:46:44.843140+00:00,GDN_01,14.7,46.29,1000.24,10.53,29,0.0,65,windy
2026-06-26T00:36:44.843140+00:00,GDN_01,14.52,62.56,1020.87,12.47,320,0.02,26,windy
2026-06-26T00:26:44.843140+00:00,GDN_01,15.79,56.18,1011.34,4.18,9,1.2,72,rainy
2026-06-26T00:16:44.843140+00:00,GDN_01,17.64,70.63,1000.2,1.61,110,0.97,36,rainy
2026-06-26T00:06:44.843140+00:00,GDN_01,17.87,94.22,1010.9,6.39,36,1.19,100,rainy
2026-06-25T23:56:44.843140+00:00,GDN_01,16.16,87.19,1011.97,9.78,255,1.1,1,rainy
2026-06-25T23:46:44.843140+00:00,GDN_01,20.06,90.8,1002.84,8.32,320,0.0,64,unstable
2026-06-25T23:36:44.843140+00:00,GDN_01,14.85,52.95,1012.47,4.01,324,0.05,43,stable
2026-06-25T23:26:44.843140+00:00,GDN_01,16.44,81.18,998.48,6.76,74,0.0,49,unstable
2026-06-25T23:16:44.843140+00:00,GDN_01,20.48,63.67,1022.71,11.96,176,0.9,12,rainy
2026-06-25T23:06:44.843140+00:00,GDN_01,13.77,90.86,1007.77,5.37,167,1.29,59,rainy
2026-06-25T22:56:44.843140+00:00,GDN_01,17.3,80.41,1023.94,6.51,297,0.99,92,rainy
2026-06-25T22:46:44.843140+00:00,GDN_01,14.57,89.99,1021.23,1.05,45,0.2,16,stable
2026-06-25T22:36:44.843140+00:00,GDN_01,19.31,83.82,1027.07,13.99,149,1.3,64,rainy
2026-06-25T22:26:44.843140+00:00,GDN_01,20.19,49.62,997.16,13.69,304,0.24,24,windy
2026-06-25T22:16:44.843140+00:00,GDN_01,15.3,54.17,1007.7,9.0,79,0.26,99,cloudy
2026-06-25T22:06:44.843140+00:00,GDN_01,16.4,92.37,1016.1,6.15,128,0.59,91,rainy
2026-06-29T09:16:44.998128+00:00,GDN_02,16.95,62.51,1005.23,4.04,148,0.09,3,stable
2026-06-29T09:06:44.998128+00:00,GDN_02,18.28,46.72,1003.43,7.1,4,0.0,100,cloudy
2026-06-29T08:56:44.998128+00:00,GDN_02,21.74,51.93,1003.69,2.68,93,1.44,74,rainy
2026-06-29T08:46:44.998128+00:00,GDN_02,18.49,91.27,1010.4,6.57,309,0.0,96,cloudy
2026-06-29T08:36:44.998128+00:00,GDN_02,15.53,91.87,1005.94,8.45,351,1.67,98,heavy-rain
